"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","street","city","statezip","country"
"206",484000,2,1.75,1660,6000,1,0,0,3,1160,500,1942,1999,"4711 University View Pl NE","Seattle","WA 98105","USA"
"571",7e+05,3,2.5,2030,8398,2,0,0,4,2030,0,1975,0,"18307 NE 19th Pl","Bellevue","WA 98008","USA"
"1803",560000,3,1.75,2000,10182,1,0,0,5,1400,600,1963,0,"6110 123rd Ave NE","Kirkland","WA 98033","USA"
"1907",129000,1,1,650,15364,1,0,0,4,650,0,1967,0,"13712 SE 256th Pl","Kent","WA 98042","USA"
"3094",234000,2,1,870,11100,1,0,0,3,870,0,1940,1996,"11062 25th Ave SW","Seattle","WA 98146","USA"
"1658",615000,3,2.25,1760,1146,3,0,0,3,1760,0,2014,0,"601 22nd Ave","Seattle","WA 98122","USA"
"660",525000,3,1.75,1600,6120,1.5,0,0,3,1600,0,1924,2011,"7557 35th Ave NE","Seattle","WA 98115","USA"
"3134",1220000,4,3.75,3520,3944,1.5,0,0,5,2200,1320,1913,0,"2551 5th Ave N","Seattle","WA 98109","USA"
"1174",319950,2,1,1070,5824,1,0,2,5,1070,0,1949,0,"7057 S Lakeridge Dr","Seattle","WA 98178","USA"
"4283",879000,4,2.5,3360,22111,2,0,0,3,3360,0,1994,0,"24142 SE 18th Pl","Sammamish","WA 98075","USA"
"646",489200,3,2.75,1850,9600,1.5,0,0,5,1850,0,1965,0,"8622 NE 139th St","Kirkland","WA 98034","USA"
"2622",435000,3,2,1980,2674,3,0,0,3,1980,0,2007,0,"5451 Fauntleroy Way SW","Seattle","WA 98136","USA"
"897",565000,4,2.25,2110,10698,2,0,0,4,2110,0,1979,0,"4621 193rd Pl SE","Issaquah","WA 98027","USA"
"268",420000,3,2.25,1770,8165,2,0,0,3,1770,0,1977,2004,"12921 79th Pl NE","Kirkland","WA 98034","USA"
"3424",320000,2,1,950,5316,1,0,2,3,950,0,1948,1994,"3743 Belvidere Ave SW","Seattle","WA 98126","USA"
"1203",1e+06,4,3,4260,18687,2,0,0,3,4260,0,1996,0,"2432 267th Ct SE","Sammamish","WA 98075","USA"
"2468",250600,4,2.5,1930,8660,1,0,0,3,1120,810,1981,2013,"2025 W St NW","Auburn","WA 98001","USA"
"36",604000,3,2.5,3240,33151,2,0,2,3,3240,0,1995,0,"30822 36th Ct SW","Federal Way","WA 98023","USA"
"4472",259950,4,2,2030,9300,1,0,0,4,2030,0,1976,1992,"14218 NE 67th Ct","Redmond","WA 98052","USA"
"895",333000,4,2,1580,7800,2,0,0,2,1580,0,1906,0,"2023 24th Ave S","Seattle","WA 98144","USA"
"4213",215000,3,1.75,1770,29004,1,0,0,3,1770,0,1959,1989,"2253 SW 313th St","Federal Way","WA 98023","USA"
"2254",566000,4,1.75,2440,5000,1,0,0,3,1340,1100,1954,2005,"7328 12th Ave NW","Seattle","WA 98117","USA"
"3960",2351956,4,4.25,5010,19412,2,0,1,3,4000,1010,2014,0,"6410 E Mercer Way","Mercer Island","WA 98040","USA"
"769",575000,4,2.5,3020,17810,1,0,0,3,1600,1420,1979,2014,"4527-4553 NE 201st Pl","Lake Forest Park","WA 98155","USA"
"3216",437000,4,2.5,1890,8505,1,0,0,3,1290,600,1980,0,"8619 169th Ct NE","Redmond","WA 98052","USA"
"796",239950,5,1,1460,6032,2,0,0,4,1460,0,1941,1998,"13012 41st Ave S","Tukwila","WA 98168","USA"
"14",365000,3,1,1090,6435,1,0,0,4,1090,0,1955,2009,"2504 SW Portland Ct","Seattle","WA 98106","USA"
"158",469000,2,1,1030,4400,1,0,0,3,1030,0,1924,2011,"310 NW 72nd St","Seattle","WA 98117","USA"
"3037",577000,3,2.5,2060,5750,1,0,0,3,1330,730,1976,0,"4045 46th Ave SW","Seattle","WA 98116","USA"
"2722",350000,2,2.5,1260,1347,3,0,0,3,1260,0,2005,0,"9553 Interlake Ave N","Seattle","WA 98103","USA"
"905",755000,4,2.5,2660,10452,2,0,0,3,2660,0,1993,0,"10805 177th Ct NE","Redmond","WA 98052","USA"
"724",335000,3,2.25,2150,30476,2,0,0,3,2150,0,1991,0,"4446 S 160th St","Tukwila","WA 98188","USA"
"3203",2466350,5,4.75,6390,13180,2,0,0,3,4560,1830,1940,1996,"1239 Parkside Dr E","Seattle","WA 98112","USA"
"2662",415000,4,2,1610,9600,1,0,0,5,1610,0,1967,0,"7815 116th Ave SE","Newcastle","WA 98056","USA"
"4559",0,4,4.25,3500,8750,1,0,4,5,2140,1360,1951,0,"12725 8th Ave NW","Seattle","WA 98177","USA"
"51",630000,4,2.75,2710,37277,2,0,0,3,2710,0,2000,0,"26429 SE 154th Pl","Issaquah","WA 98027","USA"
"940",520000,4,3.5,2680,10000,2,0,0,3,2040,640,1942,2014,"13342 30th Ave NE","Seattle","WA 98125","USA"
"3915",588000,5,3,2190,4900,2,0,0,5,1490,700,1940,0,"8314 Jones Ave NW","Seattle","WA 98117","USA"
"701",955000,5,2.25,2510,9887,2,0,0,3,2510,0,1972,2002,"7590 86th Ave SE","Mercer Island","WA 98040","USA"
"658",325000,3,2.5,2220,6049,2,0,0,4,2220,0,1990,0,"11909 SE 228th Pl","Kent","WA 98031","USA"
"1982",229000,2,1,1190,7408,1,0,0,3,830,360,1941,1994,"10427 18th Ave S","Seattle","WA 98168","USA"
"3497",1990000,5,3,4480,5000,2.5,0,0,5,3420,1060,1902,0,"923 14th Ave E","Seattle","WA 98112","USA"
"285",1500000,6,2.5,3560,6480,2.5,0,0,4,3560,0,1914,1945,"903 22nd Ave E","Seattle","WA 98112","USA"
"2184",225000,3,1.75,1760,26055,1,0,0,3,920,840,1979,2014,"18035 SE 262nd Pl","Covington","WA 98042","USA"
"1670",380000,2,1,1210,4800,1,0,0,3,1060,150,1950,2005,"4532 13th Ave S","Seattle","WA 98108","USA"
"2655",4668000,5,6.75,9640,13068,1,1,4,3,4820,4820,1983,2009,"5044 Butterworth Rd","Mercer Island","WA 98040","USA"
"3109",265000,3,1,1620,9450,1.5,0,0,3,1620,0,1928,1954,"10005 16th Ave S","Seattle","WA 98168","USA"
"1277",3e+05,2,1,1340,7788,1,0,2,3,1340,0,1947,2012,"7111 S Ryan St","Seattle","WA 98178","USA"
"16",242500,3,1.5,1200,9720,1,0,0,4,1200,0,1965,0,"14034 SE 201st St","Kent","WA 98042","USA"
"3785",431000,4,2.5,2300,6087,2,0,0,3,2300,0,2001,0,"2309 Aberdeen Ave NE","Renton","WA 98056","USA"
"1882",392500,4,2.5,2150,7303,2,0,0,3,2150,0,2005,0,"2709 NE 22nd St","Renton","WA 98056","USA"
"1271",350000,3,1,1010,11244,1,0,0,4,1010,0,1947,1988,"16220 8th Ave NE","Shoreline","WA 98155","USA"
"1032",439000,3,2,2010,251341,2,0,0,3,1510,500,2003,0,"16103 Kelly Rd NE","Duvall","WA 98019","USA"
"4030",296475,3,2.5,1520,4170,2,0,0,3,1520,0,2004,2003,"24312 226th Ave SE","Maple Valley","WA 98038","USA"
"1974",372500,3,1.5,1180,12324,1,0,0,3,800,380,1981,2013,"2522 230th Ave NE","Sammamish","WA 98074","USA"
"841",377500,3,2.25,1410,1377,2,0,0,3,1290,120,2005,0,"2012 NW Boulder Way Dr","Issaquah","WA 98027","USA"
"4079",789900,3,2.5,3420,25150,1,0,0,4,1750,1670,1987,0,"14102 SE 42nd St","Bellevue","WA 98006","USA"
"300",209950,3,1.5,1380,11130,1,0,0,3,1380,0,1960,2012,"32016 8th Ave S","Federal Way","WA 98003","USA"
"1288",462000,3,1.75,1300,2580,1,0,0,5,820,480,1919,1934,"825 NE 63rd St","Seattle","WA 98115","USA"
"3745",425000,3,1.5,1300,19163,1,0,0,3,1300,0,1964,2000,"14011 NE 71st Pl","Redmond","WA 98052","USA"
"3287",1229000,4,3.5,3770,37034,2,0,0,3,2830,940,1989,0,"14203 NE 40th Pl","Bellevue","WA 98007","USA"
"4092",782000,4,3.5,5270,53428,2,0,0,3,3440,1830,2004,2003,"18603 E Spring Lake Dr SE","Renton","WA 98058","USA"
"3518",782900,4,3.25,3060,3898,2,0,0,3,2300,760,2014,0,"2354 NW Harmony Way","Issaquah","WA 98027","USA"
"2274",371500,3,2,1370,8336,1,0,0,5,1370,0,1964,0,"2320 N 161st St","Shoreline","WA 98133","USA"
"3872",660500,5,2.5,2950,5500,1.5,0,0,5,1720,1230,1918,0,"2739 31st Ave S","Seattle","WA 98144","USA"
"2081",567500,3,2.5,2300,7398,2,0,0,3,2300,0,2001,0,"7075-7131 Thompson Ave SE","Snoqualmie","WA 98065","USA"
"2667",605000,3,2.25,2010,10760,2,0,0,3,2010,0,1985,0,"14150 176th Ave NE","Redmond","WA 98052","USA"
"62",459990,3,2.5,2680,5539,2,0,0,3,2680,0,2013,1923,"13800 453rd Ave SE","North Bend","WA 98045","USA"
"1232",235000,4,2.5,1810,39639,1,0,0,3,1230,580,1970,2014,"17421 SE Covington Sawyer Rd","Kent","WA 98042","USA"
"165",1135000,4,2.75,3370,8103,1,0,3,3,1970,1400,1970,2014,"3922 SW Henderson St","Seattle","WA 98136","USA"
"548",651000,4,2.5,2740,7140,2,0,0,3,2740,0,1993,0,"2476 239th Pl NE","Sammamish","WA 98074","USA"
"1077",495000,3,3.5,2380,6250,2,0,3,3,1670,710,1997,0,"6521-6599 S Norfolk St","Seattle","WA 98118","USA"
"536",615000,2,1.75,2040,28593,1.5,1,3,4,2040,0,1919,1990,"23014 Vashon Hwy SW","Vashon","WA 98070","USA"
"3113",415000,4,2.5,2170,8518,1,0,3,3,1350,820,1955,2005,"10842 Garden Pl S","Seattle","WA 98178","USA"
"4046",230000,3,1.75,1140,1201,2,0,0,3,1140,0,2014,0,"4424-4438 Martin Luther King Jr Way S","Seattle","WA 98108","USA"
"2876",436000,2,1,790,6600,1,0,0,3,790,0,1949,1998,"1524 30th Ave","Seattle","WA 98122","USA"
"3374",625000,5,2.5,2700,21208,1,0,0,4,1950,750,1955,2009,"13987 SE 2nd St","Bellevue","WA 98005","USA"
"554",449500,3,2,1770,6610,1,0,0,4,960,810,1954,1979,"19293 Stone Ave N","Shoreline","WA 98133","USA"
"2427",223000,2,1,910,9869,1,0,0,3,910,0,1957,2000,"11644 SE 163rd St","Renton","WA 98058","USA"
"2334",1365000,5,3.5,4210,17258,2,0,3,3,4210,0,1995,0,"5564 169th Pl SE","Bellevue","WA 98006","USA"
"2649",260000,3,1.75,1440,12888,1,0,2,3,1090,350,1958,2004,"14710 57th Ave S","Tukwila","WA 98168","USA"
"4219",624800,3,2,2250,14274,1,0,0,4,1500,750,1964,0,"3726 Gallagher Hill Rd","Mercer Island","WA 98040","USA"
"233",510000,4,2.5,2430,5203,2,0,0,3,2430,0,2003,0,"1028 NE 153rd Ct","Shoreline","WA 98155","USA"
"4008",450000,3,1.75,1480,8394,1,0,0,4,1480,0,1971,0,"6201 147th Ct NE","Redmond","WA 98052","USA"
"4063",479000,3,1,1340,13750,1,0,0,4,1340,0,1955,2009,"14211 SE 37th St","Bellevue","WA 98006","USA"
"1044",305000,2,2.5,1590,2656,2,0,0,3,1220,370,2009,0,"5937 Delridge Way SW","Seattle","WA 98106","USA"
"2139",599950,4,3.5,3730,15029,2,0,2,3,2440,1290,1991,0,"24702 132nd Ct SE","Kent","WA 98042","USA"
"2234",870000,4,2.5,3340,12248,2,0,1,3,2470,870,1998,2006,"1919 Fairmount Ave SW","Seattle","WA 98126","USA"
"3048",334000,4,1.5,1150,9360,1.5,0,0,3,1150,0,1970,2014,"13260 126 Ct NE","Kirkland","WA 98034","USA"
"3605",246950,3,3,1670,4440,1,0,0,3,1670,0,2014,0,"495 Petersen Dr E","Enumclaw","WA 98022","USA"
"178",367500,3,1.5,1410,9647,1,0,0,3,1410,0,1961,2004,"18048 3rd Ave NW","Shoreline","WA 98177","USA"
"518",368000,3,1,1280,9898,1,0,0,3,1280,0,1968,1997,"13222 NE 193rd Pl","Woodinville","WA 98072","USA"
"3342",245700,3,2.25,1640,8400,1,0,0,3,1180,460,1968,1997,"25425 34th Pl S","Kent","WA 98032","USA"
"3981",775000,4,3.25,4100,241322,2,0,0,3,2500,1600,1981,2013,"18096-18162 NE 143rd Pl","Woodinville","WA 98072","USA"
"3985",480000,3,2.25,1680,9090,1,0,0,4,1130,550,1959,0,"305 158th Pl SE","Bellevue","WA 98008","USA"
"720",349950,3,1,1400,7066,1,0,0,3,1400,0,1957,2000,"11515 4th Ave NE","Seattle","WA 98125","USA"
"4196",287000,5,1.5,1730,9230,1,0,0,3,1010,720,1962,2003,"1724 Edmonds Way SE","Renton","WA 98058","USA"
"2447",845000,4,2.75,4070,115434,2,0,0,3,4070,0,2002,0,"12810 440th Pl SE","North Bend","WA 98045","USA"
"3833",329950,4,2.5,2120,4558,2,0,0,3,2120,0,2002,0,"23834 SE 248th Pl","Maple Valley","WA 98038","USA"
"2986",237000,3,1,1300,8160,1,0,0,4,1300,0,1960,2001,"10241 126th Ave SE","Renton","WA 98056","USA"
"4073",3e+05,4,2.5,2200,8065,2,0,0,3,2200,0,1998,2006,"9526 S 221st Pl","Kent","WA 98031","USA"
"2049",680000,3,2.25,2270,23900,1,0,0,3,1820,450,1975,0,"1023 NW 166th St","Shoreline","WA 98177","USA"
"993",210000,4,1.75,2180,28710,1,0,0,3,1180,1000,1950,2005,"21922 34th Ave S","SeaTac","WA 98198","USA"
"725",197500,3,1,980,3090,1.5,0,0,3,980,0,1903,2005,"4531 S Lucile St","Seattle","WA 98118","USA"
"1741",650000,5,2.75,2550,5040,1.5,0,0,5,2550,0,1902,0,"1417 26th Ave","Seattle","WA 98122","USA"
"1376",255000,3,1,960,8100,1,0,0,3,960,0,1955,2005,"20234 20th Ave NE","Shoreline","WA 98155","USA"
"1474",590000,3,2,1650,6150,2,0,0,4,1650,0,1926,1993,"3627 48th Ave SW","Seattle","WA 98116","USA"
"2276",588000,4,2,1680,5000,1,0,0,3,980,700,1950,2005,"7734 39th Ave NE","Seattle","WA 98115","USA"
"174",272000,3,2.5,1650,13816,2,0,0,3,1650,0,1998,2006,"32000-32072 NE 55th St","Carnation","WA 98014","USA"
"1005",620000,3,2.5,2480,9041,2,0,0,3,2480,0,2004,2003,"8719 228th Way NE","Redmond","WA 98053","USA"
"4126",6e+05,4,2.5,2250,11370,2,0,0,3,2250,0,1991,0,"12362 76th Ct NE","Kirkland","WA 98034","USA"
"477",341000,3,1.5,1720,7119,1.5,0,0,4,1720,0,1952,0,"17050 14th Avenue Northeast","Shoreline","WA 98155","USA"
"3702",314500,3,2,2050,13303,1,0,0,3,2050,0,1993,0,"37128 19th Way S","Federal Way","WA 98003","USA"
"3656",550000,3,2.25,1720,9600,1,0,0,4,1220,500,1967,0,"5606 160th Ave NE","Redmond","WA 98052","USA"
"506",850000,4,1.75,2350,11914,1,0,0,4,2350,0,1961,2001,"8223 SE 71st St","Mercer Island","WA 98040","USA"
"546",819900,5,2.75,3150,7119,2,0,0,3,3150,0,2013,1923,"8082-8160 142nd Ave NE","Redmond","WA 98052","USA"
"2320",530000,3,1.75,1550,3680,1,0,0,3,1050,500,1927,2011,"209 NW 73rd St","Seattle","WA 98117","USA"
"3763",515000,2,1,1050,5000,1,0,0,5,1050,0,1907,0,"5609 9th Ave NW","Seattle","WA 98107","USA"
"4490",790000,4,3.25,2420,4000,1.5,0,0,5,1870,550,1911,1984,"4039 4th Ave NE","Seattle","WA 98105","USA"
"1833",390000,3,2.25,1250,7500,1,0,0,5,1250,0,1942,0,"10111 32nd Pl SW","Seattle","WA 98146","USA"
"4094",410000,4,2.5,2560,4020,2,0,0,3,2560,0,2006,0,"27645 236th Ct SE","Maple Valley","WA 98038","USA"
"502",499950,3,1,980,6380,1,0,0,3,760,220,1941,1994,"1733 NE 88th St","Seattle","WA 98115","USA"
"2392",299995,3,2.5,1970,7500,2,0,0,3,1970,0,1988,2000,"4809 Mill Pond Loop","Auburn","WA 98092","USA"
"1283",530000,4,1.75,1814,5000,1,0,0,4,944,870,1951,1999,"7532 44th Ave NE","Seattle","WA 98115","USA"
"3808",499990,4,2.75,2910,6334,2,0,0,3,2910,0,2013,1923,"1141 SE 11th St","North Bend","WA 98045","USA"
"1016",335000,3,1,1060,10050,1,0,0,4,1060,0,1967,0,"8136 NE 147th Pl","Kenmore","WA 98028","USA"
"4031",1450000,4,3.25,3770,4103,2,0,0,5,2710,1060,1925,0,"410 Wheeler St","Seattle","WA 98109","USA"
"2166",852500,3,2.5,2630,10100,1,0,0,4,1580,1050,1967,0,"14008 SE 45th Ct","Bellevue","WA 98006","USA"
"3757",6e+05,5,2.25,2980,7781,1,0,0,3,1580,1400,1960,2012,"4531 NE 106th St","Seattle","WA 98125","USA"
"3032",732600,4,2.5,2130,7300,1,0,0,4,1230,900,1963,0,"507 130th Pl SE","Bellevue","WA 98005","USA"
"2706",1185001,3,2.75,2500,5568,2,0,0,5,2500,0,1905,0,"723 16th Ave E","Seattle","WA 98112","USA"
"3008",1080000,3,3,4910,43560,2,0,0,4,4000,910,1989,0,"2100 156th Ave SE","Bellevue","WA 98007","USA"
"1815",210000,3,1,1110,7962,1,0,0,3,1110,0,1962,2003,"11048 21st Ave SW","Seattle","WA 98146","USA"
"1314",295000,3,2.5,1560,4200,2,0,0,3,1560,0,2003,0,"23620 SE 243rd Pl","Maple Valley","WA 98038","USA"
"2477",485000,3,2.5,1580,6065,2,0,0,3,1580,0,1985,0,"24025 SE 42nd St","Issaquah","WA 98029","USA"
"1355",415000,3,2.25,1950,8868,1,0,0,3,1350,600,1964,2000,"1531 NE 172nd St","Shoreline","WA 98155","USA"
"1193",665000,4,2.5,2600,17388,2,0,0,3,2600,0,1996,0,"14623 SE 82nd Ct","Newcastle","WA 98059","USA"
"2032",1150000,3,1.5,2170,16600,1,1,2,3,1130,1040,1979,2014,"2244 West Lake Sammamish Pkwy NE","Redmond","WA 98052","USA"
"811",565000,3,2.25,1520,1221,3,0,0,3,1520,0,2013,1923,"1512 NW 62nd St","Seattle","WA 98107","USA"
"986",978000,4,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,"2602 Shoreland Dr S","Seattle","WA 98144","USA"
"2827",360000,4,2.5,2850,4650,2,0,0,3,2850,0,2004,2003,"27437 237th Ave SE","Maple Valley","WA 98038","USA"
"3699",345000,4,2.5,2280,5000,2,0,0,3,2280,0,2006,0,"27019 228th Pl SE","Maple Valley","WA 98038","USA"
"1978",749000,3,2.5,2670,10338,2,0,0,3,2670,0,1987,2000,"14583 NE 58th St","Bellevue","WA 98007","USA"
"2063",539000,3,2,2260,9568,1,0,0,3,1780,480,1985,0,"21132 NE 42nd St","Sammamish","WA 98074","USA"
"3993",215000,3,1,960,9563,1,0,0,5,960,0,1967,0,"1625 SW 351st St","Federal Way","WA 98023","USA"
"4474",237333.333333,3,2.75,2340,16500,1,0,0,4,1500,840,1972,0,"21600 SE 18th Pl","Sammamish","WA 98075","USA"
"3512",971971,4,3.75,3460,6738,2,0,0,3,3460,0,2013,1923,"14626 Renton Issaquah Rd SE","Renton","WA 98059","USA"
"4040",680000,4,2.75,2330,3920,2,0,0,3,2330,0,2005,0,"3440 NE Marion Ln","Issaquah","WA 98029","USA"
"4418",259585.571429,4,2.5,1960,9898,2,0,0,3,1960,0,2001,0,"24330 130th Ave SE","Kent","WA 98030","USA"
"3222",875000,4,2.5,3220,22588,2,0,0,3,3220,0,1996,0,"14305 214th Way NE","Woodinville","WA 98077","USA"
"3388",410000,3,1.5,1250,7700,1,0,0,5,1250,0,1968,0,"7202 121st Pl SE","Newcastle","WA 98056","USA"
"1597",395000,4,2.5,2910,5000,2,0,0,3,2910,0,2002,0,"24923 161st Pl SE","Covington","WA 98042","USA"
"3266",631500,2,1,1130,2640,1,0,0,4,1130,0,1927,0,"2617 Queen Anne Ave N","Seattle","WA 98109","USA"
"1798",425000,3,2.25,1870,9000,1,0,0,3,1440,430,1978,0,"10559 NE 150th Ct","Bothell","WA 98011","USA"
"3013",420000,5,3,2630,3149,2,0,0,3,1670,960,2013,1923,"3608 NE Sunset Blvd","Renton","WA 98056","USA"
"3421",670000,3,1.5,1490,4400,1.5,0,0,4,1490,0,1906,1990,"933 32nd Ave","Seattle","WA 98122","USA"
"4429",435000,4,3,4260,18000,2,0,2,3,4260,0,2000,0,"7436 SE 76th St","Mercer Island","WA 98040","USA"
"3782",2300000,4,4.75,3970,9778,2,0,2,4,3390,580,1928,0,"1323 Willard Ave W","Seattle","WA 98119","USA"
"398",920000,4,3,3750,11025,2,0,0,3,3750,0,1976,0,"3005 211th Ave NE","Sammamish","WA 98074","USA"
"1629",168000,2,1.5,1220,3568,1.5,0,0,4,1220,0,1976,1992,"24709 13th Ave S","Des Moines","WA 98198","USA"
"1408",268000,4,2,1930,6600,1,0,0,4,1030,900,1967,0,"13436 Occidental Ave S","Burien","WA 98168","USA"
"551",460000,3,2.25,2350,10450,1,0,0,3,1390,960,1977,2004,"15801 63rd Ave NE","Kenmore","WA 98028","USA"
"2145",234999,3,1,1330,8912,1,0,0,3,1330,0,1948,1994,"4725 S 172nd St","SeaTac","WA 98188","USA"
"1480",565000,7,4.5,4140,9066,1,0,0,3,2070,2070,1978,0,"14007 35th Ave NE","Seattle","WA 98125","USA"
"3145",337000,3,1.75,1310,12750,1,0,0,3,1310,0,1993,0,"14830 203rd Ave SE","Renton","WA 98059","USA"
"3686",530000,4,2.25,1980,15086,2,0,0,3,1980,0,1981,2013,"20703 NE 42nd Pl","Sammamish","WA 98074","USA"
"2290",560200,3,2.5,1990,3984,2,0,0,3,1990,0,2004,2003,"24134 SE 20th St","Sammamish","WA 98075","USA"
"989",315000,2,1,790,6969,1,0,0,3,790,0,1955,1984,"10830 132nd Ave NE","Redmond","WA 98052","USA"
"4018",1636000,3,2.5,3110,6765,2,0,1,4,2550,560,1946,1989,"8240 Fairway Dr NE","Seattle","WA 98115","USA"
"204",530000,5,2.5,2910,9636,1,0,0,4,1690,1220,1964,0,"3250 165th Ave SE","Bellevue","WA 98008","USA"
"952",405000,5,2.5,2430,4781,2,0,0,3,2430,0,2001,0,"16819 SE 171st Pl","Renton","WA 98058","USA"
"1025",206000,4,2,1700,6025,1,0,0,3,1700,0,1978,0,"606 5th St SE","Auburn","WA 98002","USA"
"3168",362500,2,1.5,940,1768,2,0,0,3,940,0,2009,0,"1124 29th Ave S","Seattle","WA 98144","USA"
"4072",326500,3,1,1060,7920,1,0,0,4,1060,0,1968,0,"4149-4399 19th Ave SW","Seattle","WA 98106","USA"
"214",385000,3,1.75,1900,5520,1,0,0,3,1280,620,1982,0,"5215 32nd Ave S","Seattle","WA 98118","USA"
"3302",356000,4,2,2020,48693,1.5,0,0,3,2020,0,1949,1998,"43525 SE 149th St","North Bend","WA 98045","USA"
"972",380000,4,3,2800,9764,2,0,0,3,2800,0,2002,0,"24729 SE 276th Pl","Maple Valley","WA 98038","USA"
"3704",650000,4,2.5,3350,46748,2,0,0,3,3350,0,2004,2003,"28815 237th Pl SE","Black Diamond","WA 98010","USA"
"441",251000,3,1.75,1220,7250,1,0,0,3,1220,0,1962,2003,"445 Meadow Dr SE","North Bend","WA 98045","USA"
"3350",1700000,5,3.5,5850,22885,2,0,2,4,4670,1180,1978,2000,"9625-9701 SE 5th St","Bellevue","WA 98004","USA"
"3123",649000,2,1.75,2260,280962,2,0,2,3,1890,370,2005,0,"29836 NE Tolt Hill Rd","Carnation","WA 98014","USA"
"1431",599000,4,2.75,2020,2750,1,0,0,3,1010,1010,1917,2014,"3212 E Terrace St","Seattle","WA 98122","USA"
"1837",320000,3,1.5,1650,9380,1,0,0,5,1130,520,1978,0,"16710 133rd Pl SE","Renton","WA 98058","USA"
"5",550000,4,2.5,1940,10500,1,0,0,4,1140,800,1976,1992,"9105 170th Ave NE","Redmond","WA 98052","USA"
"4050",1131000,3,2.25,2790,13791,1,0,3,3,2790,0,2006,0,"18125 Brittany Dr SW","Normandy Park","WA 98166","USA"
"2267",899900,4,2.5,2580,3909,2,0,0,3,2580,0,2013,1923,"1235 Market St","Kirkland","WA 98033","USA"
"2823",269900,4,1.75,1530,8750,1.5,0,0,4,1530,0,1968,0,"13805 SE Fairwood Blvd","Renton","WA 98058","USA"
"982",268500,2,1,790,8424,1,0,0,4,790,0,1953,1983,"556 N 167th St","Shoreline","WA 98133","USA"
"4361",280000,3,2.25,1970,11088,1,0,0,4,1180,790,1967,0,"18738-18798 49th Pl NE","Lake Forest Park","WA 98155","USA"
"2278",248000,5,1.5,1510,9078,1,0,0,4,1510,0,1959,0,"2052 S 132nd St","SeaTac","WA 98168","USA"
"1617",655000,4,2.25,2060,8470,1,0,0,3,1440,620,1983,2009,"4730 162nd Ct SE","Bellevue","WA 98006","USA"
"1824",6e+05,4,2.5,1960,14242,1,0,1,4,1290,670,1958,1972,"12048 Standring Ct SW","Burien","WA 98146","USA"
"3662",1925000,5,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945,"2653 Cascadia Ave S","Seattle","WA 98144","USA"
"2219",380000,4,1.5,1680,11123,1,0,0,3,1130,550,1959,1989,"236 NW 176th Pl","Shoreline","WA 98177","USA"
"2800",554000,5,2.25,1870,11411,1,0,0,4,1170,700,1961,2001,"15871 37th Ave NE","Lake Forest Park","WA 98155","USA"
"3747",337000,3,2.25,1460,941,3,0,0,3,1460,0,2006,0,"11707 Greenwood Ave N","Seattle","WA 98133","USA"
"4576",0,5,6.25,8020,21738,2,0,0,3,8020,0,2001,0,"2 Crescent Key","Bellevue","WA 98006","USA"
"3538",561500,3,1.75,1960,6380,1,0,0,4,980,980,1939,1989,"1035 NE 95th St","Seattle","WA 98115","USA"
"150",419190,2,2.5,1590,1426,2,0,0,3,1590,0,2014,0,"1273 NE Hickory Ln","Issaquah","WA 98029","USA"
"980",1275000,4,2,2850,7861,1,0,4,4,1450,1400,1970,0,"3014 NW Esplanade","Seattle","WA 98117","USA"
"1549",266500,4,1.75,1880,7632,1,0,0,4,1180,700,1978,2000,"32740-32998 30th Ave SW","Federal Way","WA 98023","USA"
"2484",459950,3,1.75,1850,6869,1,0,2,5,1100,750,1919,1934,"2221 SW 154th St","Burien","WA 98166","USA"
"3030",439500,3,2.5,2050,40003,1,0,0,4,1570,480,1977,0,"14710 255th Ave SE","Issaquah","WA 98027","USA"
"56",430000,4,1.5,1920,10000,1,0,0,4,1070,850,1954,1979,"4071 156th Ave SE","Bellevue","WA 98006","USA"
"457",320000,4,2.25,2310,7490,2,0,0,3,2310,0,1980,0,"11131 SE 183rd Pl","Renton","WA 98055","USA"
"407",275000,3,1.5,1390,48257,1,0,0,3,1390,0,1922,2013,"4609-4699 Preston-Fall City Rd SE","Fall City","WA 98024","USA"
"3102",490000,3,2.25,1470,2500,2,0,0,3,1080,390,1984,0,"6506 3rd Ave NW","Seattle","WA 98117","USA"
"3361",450000,4,2.75,2310,5650,1,0,2,3,1330,980,1952,2012,"9853 Arrowsmith Ave S","Seattle","WA 98118","USA"
"1995",456000,4,1.75,1670,9886,1,0,0,5,1670,0,1947,0,"13205 39th Ave NE","Seattle","WA 98125","USA"
"642",265000,3,2,1570,5706,1,0,0,3,1570,0,1998,2006,"11549 SE 319th Pl","Auburn","WA 98092","USA"
"1399",455600,3,2.5,2420,8252,2,0,0,3,2420,0,1998,2006,"7000 Autumn Ave SE","Snoqualmie","WA 98065","USA"
"224",390000,5,3.75,2890,5000,1,0,0,3,1310,1580,2006,0,"3665 Renton Ave S","Seattle","WA 98144","USA"
"2237",366000,3,1.75,1520,8625,1,0,0,3,1520,0,1976,0,"19223 89th Ave NE","Bothell","WA 98011","USA"
